track,artist,album,uri,times_played
Burdock Root,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",spotify:track:2vVjaxtNw7dFCvBSI7iqJd,1
Burn,USHER,Confessions (Expanded Edition),spotify:track:7z3N2W7Xz1t2G2sAO8wFVH,1
Burn (feat. Jon Waltz),Matt Champion,Burn (feat. Jon Waltz),spotify:track:4OXEasYkgQSvOcVhtX7qad,1
Burn One (Interlude),Brent Faiyaz,Sonder Son,spotify:track:6WgkOAIOPoumdilSCdYFPB,11
Burn the Witch,Radiohead,A Moon Shaped Pool,spotify:track:3pcCifdPTc2BbqmWpEhtUd,5
Burn the Witch,Radiohead,Burn the Witch,spotify:track:3dAxzv7hkxipbuWJaOMzAl,5
Bury Me Next To You,Bilal,In Another Life,spotify:track:0F98P4RM6iZPE3rK4Ii3ZO,2
Bus in These Streets,Thundercat,Bus In These Streets,spotify:track:73EXvgTnokBIAhzsOGaJvc,2
BUS RIDE,KAYTRANADA,99.9%,spotify:track:1ZTDfHyxJJVBSkFA9h6GRs,6
Bus Stop - 2003 Remaster,The Hollies,50 at Fifty,spotify:track:6acDfQx6xLYnNIikaKihaB,2
Bust Down,Trippie Redd,Bust Down,spotify:track:4UdzNCjI27SvzXvV1m0CKM,1
Bustin' Loose,Chuck Brown and the Soul Searchers,The Best of Chuck Brown,spotify:track:2iXA7lqR3Ne3Enkcl1YDWO,1
BUSY / SIRENS,Saba,CARE FOR ME,spotify:track:4YdRnTnXYwgI48kkzWy6uk,1
But Not For Me - Vocal Version,Chet Baker,Chet Baker Sings,spotify:track:3pfbQmD5xGH9Tcc7GqGfSL,1
Butsu Mutandrika,Thomas Mapfumo,Lion Songs: Essential Tracks in the Making of Zimbabwe,spotify:track:1Qg4UXyZ0cSFxJYc5Xa4qY,1
Buttercup,Jack Stauber,Pop Food,spotify:track:2mlGPkAx4kwF8Df0GlScsC,20
Buttercup,Hippo Campus,Landmark,spotify:track:6iCJCZqDJjmBxt07Oid6FI,20
BUTTERFLY EFFECT,Travis Scott,BUTTERFLY EFFECT,spotify:track:1yxgsra98r3qAtxqiGZPiX,1
C.R.E.A.M.,El Michels Affair,Enter The 37th Chamber,spotify:track:4bJ7tMJqfYmkKgCYzaaG4B,3
Cabin Sound,HI-FI CAMP,Graph Dreams,spotify:track:5jUXYkjrCkkhnMMJPTgSqN,1
Cabinet Man,Lemon Demon,Spirit Phone,spotify:track:0lrtYwuy37bJzsO2LHz2kj,3
Caboclo,Arthur Verocai,Arthur Verocai,spotify:track:0CsmWiwg0wKJwtj3SvElNq,2
Cadet Limbo,King Krule,The OOZ,spotify:track:4Vkk3ZL9KHsiN4o7psSaRo,2
Cadillac,Miguel,The Get Down: Original Soundtrack From The Netflix Original Series (Deluxe Version),spotify:track:7sf0tmuGZlHXUWpi9dQqcw,1
Cadillac Dreams (feat. Big K.R.I.T.),SiR,HER,spotify:track:6fPQyKquqEA3ajywJ2eTZX,1
Calamus,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",spotify:track:2ELmAQA6bsEqv7HzFeFZm7,2
California,Roy Blair,Cat Heaven,spotify:track:0cFwHGaBfemNGX5QYGO0W6,1
Call Casting,Migos,Culture,spotify:track:0jOfl1nZf6sVBTG08Q4brn,1
Call Me,Kali Uchis,Por Vida,spotify:track:5KCDu7bWD2eXGhVjzBcPDB,33
Call Out My Name,The Weeknd,"My Dear Melancholy,",spotify:track:1gm616Plq4ScqNi7TVkZ5N,3
Call Out My Name,The Weeknd,"My Dear Melancholy,",spotify:track:4MPTj8lMMvxLwT3EwuXFop,3
CALLDROPS (feat. Kodak Black),A$AP Rocky,TESTING,spotify:track:1wGYcpJZ59rePkNu4zHmLu,1
CALLIGRAPHY,Saba,CARE FOR ME,spotify:track:7LBdv0ek7Tj2s0bgxmlrC6,1
Calling in Sick,King Bubba,Wahjang Riddim,spotify:track:3SWjLWYoiA8f3gFXG5JbgS,1
Calmness Rain Sound,Rain Sound Studio,Rain Sounds For Sleeping,spotify:track:2XTFzpp94faiihcFaNWYR5,2
Camelo,Tom Zé,Grande Liquidacao,spotify:track:1S1zfMmAnKCDCfRRNmf8z8,4
Camouflage Killa,Westside Gunn,Camouflage Killa,spotify:track:1tk4viT8Wz9W5rlu8asglI,2
Campfire,Aminé,Campfire,spotify:track:4U5ovGD4My7MOISvUEtYaf,42
Camphor,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",spotify:track:2KDyXlyLk3oSS1KBcfWqoD,2
Can It All Be So Simple,El Michels Affair,Enter The 37th Chamber,spotify:track:4UTIaNm0myRUwCOaVuZJHR,2
Can We Still Be Friends,Tobias Jesso Jr.,Goon,spotify:track:3zL9f8EXYCFyU6sk3ivd6D,7
Can You Be My Friend,Chief Keef,Thot Breaker,spotify:track:1tjDRdlmAdvsn3n9hTLzNX,2
Can't Believe,Tony Molina,Dissed and Dismissed,spotify:track:4cXEAixBnalxNe2RVkuwt3,1
Can't Do,Everything Everything,A Fever Dream,spotify:track:0rb7TEXMJvItObTOXW33SS,2
Can't Do It,Larce,Why Can't I Sleep,spotify:track:5NOFAEqeBlSPVD6VP9X77j,1
Can't Feel My Face,The Weeknd,Beauty Behind The Madness,spotify:track:22VdIZQfgXJea34mQxlt81,2
Can't Hide,Whethan,Can't Hide,spotify:track:7CotyU8EcChJlqOFnxPPmI,1
Can't Say Nothin',Curtis Mayfield,Back to the World,spotify:track:0w3FFyoLff7Z39YhOxBz0J,1
Can’t Stop,NxWorries,Yes Lawd!,spotify:track:6Hdl8ayWoNbXA3Coxban9W,10
Cançó Per a No Sentir-se Sol,Ia Clua,Chichonera's Cat,spotify:track:3ZzFTBgYdS0mN2paK0jKbG,2
Candy Eyes,Jack Stauber,Pop Food,spotify:track:4t7oADdMTLo3Kj5asx1IL3,3
Candy Says,The Velvet Underground,The Velvet Underground,spotify:track:3tsFGpQxRG7fTFOS6Do0YC,1
Captain Stupido,Thundercat,Drunk,spotify:track:1sgAJRD4JX5rQOHxiESB2T,1
Caramelo Duro (feat. Kali Uchis),Miguel,War & Leisure,spotify:track:3LcjZGk0GBlPRe5XhYVGgM,2
Care,Sonder,Into,spotify:track:3tkxfORwPo2zydAf25YFOc,10
Caretaker (feat. SZA),DRAM,Gahdamn!,spotify:track:4XQQovRSltOGWevTCgacXY,1
Caribbean Queen (No More Love On the Run),Billy Ocean,L.I.F.E. (Love Is For Ever),spotify:track:0ObLFkX9bnGBZMFVeLFRN4,2
Caroline,Aminé,Good For You,spotify:track:5hTpBe8h35rJ67eAWHQsJx,20
"Caroline, No - Mono",The Beach Boys,Pet Sounds,spotify:track:2adj7kl3OZzJH3ydy4HS8V,1
CAROUSEL,Aries,CAROUSEL,spotify:track:5SZeJOQaDeQFT0Kkz9jfXR,1
Carpoolin',SOB X RBE,GANGIN,spotify:track:2NaYnfwrr3QKhOdG3IXfux,2
Carried Away - 2003 Remaster,Television,Adventure,spotify:track:4t87dWb7q5e7TtWMFeV0Z8,1
Carry Me Home,Jorja Smith,Project 11,spotify:track:7tN1gwN2u7CGD9FuoGDE4D,2
Carry the Zero,Built To Spill,Keep It like a Secret,spotify:track:3HMOMdRPywfouYx5B4PvaH,2
Cars,Gary Numan,The Pleasure Principle,spotify:track:6HZ67VImxqr8aMBEEhblzf,1
Cash Machine,DRAM,Big Baby DRAM,spotify:track:2UzQdfooGVIeGjqcUMOBWY,9
Cashmere,BADBADNOTGOOD,IV,spotify:track:3IE18YO2S43QB2sPwYLBjf,4
Cashmere,BADBADNOTGOOD,IV,spotify:track:56bUzLCXINLRjgofmqrkYk,4
Casi q' me pierdo,Los Cafres,El Paso Gigante,spotify:track:0Nj3EM5QMCIdTbWM3wzJGR,1
Castles (feat. St. Beauty),BOSCO,Castles (feat. St. Beauty),spotify:track:0Vlt6fZwUWThJqJObvcGwH,1
Casual Encounters,James Tillman,Silk Noise Reflex,spotify:track:6omtWgXFEAeIoyEkiMFe9o,4
Catch it,Iceage,Catch it,spotify:track:4PDd6XyAZBSaZ3RjlyEpWk,1
"Catecismo, Creme Dental e Eu",Tom Zé,Grande Liquidacao,spotify:track:55biwigaqMrzYT1N6w05Y0,7
Cathedral,Jade Bird,Something American,spotify:track:528i0bBEVKFO8P1WwUYtEp,1
Caught Up,Death From Above 1979,Outrage! Is Now,spotify:track:3V1eNDyIDnEYMd613O9Va8,3
Caught Up,Death From Above 1979,Outrage! Is Now,spotify:track:4p2m4PgvkHir4sUtWmtdC1,3
Caving (feat. James Droll),Justin Caruso,Caving (feat. James Droll),spotify:track:201ojPD0R8nEV2xTUiXKLr,2
Cece's Interlude,Drake,Thank Me Later,spotify:track:2G7QCDuRM7rTj0pX21e0xk,1
Cecilia - Single Mix,Simon & Garfunkel,Greatest Hits,spotify:track:11CeyEFt21BvAICfd4U8FA,1
Cedar,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",spotify:track:3TpeGTCS2dnFyH1pyYc24m,3
Celebrate,Anderson .Paak,Malibu,spotify:track:1zlclNkERGFrCxznXOgkD3,6
Cell Therapy,Goodie Mob,Soul Food,spotify:track:5wvxRlpUTSX9CE52yFZsIY,4
Cementality,King Krule,6 Feet Beneath The Moon,spotify:track:3e8tFSf7OxPlNNGu3dJUqJ,1
Centerfold,The J. Geils Band,Freeze Frame,spotify:track:1ynmMEK1fkyiZ6Z6F3ThEt,1
Cérebro Eletrônico,Gilberto Gil,Gilberto Gil (1969),spotify:track:3SBypTHvrB7Dc7Jai9FmI1,2
Chamber Of Reflection,Mac DeMarco,Salad Days,spotify:track:1MJ5f5EYBC92ADD6xcz7nb,22
Champions,Kanye West,Champions,spotify:track:2nBI3iWLhupR7LyAJ5GGkE,1
Chanel,Frank Ocean,Chanel,spotify:track:6Nle9hKrkL1wQpwNfEkxjh,37
Change,DJ Premier,Beats That Collected Dust Vol. 2,spotify:track:6V3cRxxIGT5mOJX0xjjjqn,2
Change My Ways,Tony Molina,Dissed and Dismissed,spotify:track:729hcS4dFpyQHYsMHoN4BK,3
changes,XXXTENTACION,?,spotify:track:7AFASza1mXqntmGtbxXprO,1
Changes,H.E.R.,H.E.R.,spotify:track:6hSjs8T4KVAjGCkyw3sK2w,6
Changes,A$AP Rocky,TESTING,spotify:track:1dzwFgBlZNxt28aQOinNGn,6
Channels,Asta Hiroki,Channels / Vulnerable,spotify:track:6cAIvJaIQPf7Ed31BfTzFU,1
Charnsuka,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",spotify:track:7tSIxc5iGIFHyvYLu6umLg,1
Chasing Faith,The Underachievers,Evermore: The Art Of Duality,spotify:track:5yJWHoIecuZCh1LczCkEa4,1
chateau,blackbear,digital druglord,spotify:track:13JyykwyYQ3T5QxxL34ukQ,3
Che Che Cole,Willie Colón,The Original Gangster,spotify:track:60K996dQEGHD2Wto4wB7BO,4
Che Che Cole,Willie Colón,Cosa Nuestra,spotify:track:0FriNBfZnUzIAXRkYH1SHH,4
Cheap Ass Weave,Cardi B,Cheap Ass Weave - Single,spotify:track:1KTkfG53uAWmD5AknK8qWY,1
Cheap Talk,Death From Above 1979,The Physical World,spotify:track:5X9D4hPl4K6FeZrw9Ws6ee,1
Cheating (Bonus Track),The Animals,Animalisms,spotify:track:5Yl623nUsrMf5QBe5dvzb3,1
Check,Meek Mill,Dreams Worth More Than Money,spotify:track:5vZDl7Jr6GmtJjnziKSBqN,6
Chef E Dubble,Terrace Martin Presents The Pollyseeds,Sounds Of Crenshaw Vol. 1,spotify:track:62mpExLFhL1oZNilQn3bbz,1
Cherchez La Ghost,El Michels Affair,Enter The 37th Chamber,spotify:track:2NLwdrZdeYynt2dTqe4QNR,2
Cherish the Day,Sade,Love Deluxe,spotify:track:5ljnOdrl3v8oYC2Llknvna,3
Cherokee,Swarvy,Scotch,spotify:track:19V6gNhV8iTnUVAuMs91TK,19
Cherry,Chromatics,Cherry,spotify:track:66A20vw98rh2yQM5P5EoIF,1
Cherry Bomb,The Runaways,The Runaways,spotify:track:7cdnq45E9aP2XDStHg5vd7,1
Cherry Hill,Russ,There's Really A Wolf,spotify:track:6qcuRcbz8DCLG6nG4or8Uo,1
Cherry Pie Jam,Hollow Clouds,Cherry Pie Jam,spotify:track:4kebaMUJlFbzPacKwcAGLZ,2
Chevaliers De Sangreal - From The Da Vinci Code Original Motion Picture Soundtrack,Hans Zimmer,The Da Vinci Code,spotify:track:64q5EfFKR9hYJ1FHqSClxe,2
CHICK,BROCKHAMPTON,SATURATION II,spotify:track:6bMLXWNukxfiUqH1D0ud1Z,2
Chicken Grease,D'Angelo,Voodoo,spotify:track:42uCM9saw5B3bCjEFLROlE,1
Chickenhead (feat. La Chat & Three 6 Mafia),Project Pat,Mista Don't Play: Everythangs Workin',spotify:track:4k5xJOxoJbMW5sdkZGOezj,3
Chifundo,WITCH,Witch: We Intend to Cause Havoc!,spotify:track:0pVBl16xToC2aKGKCT6TBS,1
Chiiko Chinotinetsa?,Thomas Mapfumo,African Classics,spotify:track:4KCckwt1OCYfeqIGqMN4Qw,1
"Children Of The Revolution - From ""Moulin Rouge"" Soundtrack",Bono,Moulin Rouge,spotify:track:7vfb0Ea0sTEcQQlwavcj7E,1
Childs Play (feat. Chance the Rapper),SZA,Z,spotify:track:7GPstnufSTScEaw9dMxO9H,2
Chilean Sunset,LRKR,Wait Too Long EP,spotify:track:2gxWDactYnIml6hjjlNkcI,2
Chiron's Theme,Nicholas Britell,Moonlight (Original Motion Picture Soundtrack),spotify:track:2KccXjm8R5TB74vFjETWf4,3
Chiron's Theme Chopped & Screwed (Knock Down Stay Down),Nicholas Britell,Moonlight (Original Motion Picture Soundtrack),spotify:track:2kX5o2IjmwI8epF67dUvWN,3
Chompy's Paradise,BADBADNOTGOOD,IV,spotify:track:5kGIkvPNWAGvyteGWNIrs8,1
Chop Suey!,System Of A Down,Toxicity,spotify:track:2DlHlPMa4M17kufBvI2lEN,1
Christ Conscious,Joey Bada$$,B4.Da.$$,spotify:track:1vGgH0JBvC7d25JBO7oo6c,7
Chrome (Like Ooh),Rapsody,Laila’s Wisdom,spotify:track:2yN9PLpUFK8LKMrhGRTVDB,1
Chronic Sunshine,Cosmo Pyke,Chronic Sunshine,spotify:track:2RGe02P8xxSF9syj0ltPjX,1
Chrysanthemum Flowers,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",spotify:track:6ixURBEh8lWGpOm48YNkkk,1
Chum,Earl Sweatshirt,Doris,spotify:track:6plT7nFGiXKSBP9HFSI4ef,1
Chun-Li,Nicki Minaj,Chun-Li,spotify:track:2gTYVoQCUh0QNUaFix01ld,5
Chunky,Flatbush Zombies,Vacation In Hell,spotify:track:1r1oITz34K73OEbz1ogvxk,2
Church,Chase Atlantic,Part One,spotify:track:7bbYT48HWWIbL3YKmtMNzn,2
Church / Liquor Store (feat. Noname),Saba,Bucket List Project,spotify:track:5DpiEEjTiQp1P1eJeduSR2,1
Cigarette Tricks,Guided By Voices,Alien Lanes,spotify:track:7sDndf7xZpqWiSHaXZ2VxF,1
Cigarettes out the Window,TV Girl,Who Really Cares,spotify:track:5GKekzF1YcR2DQd9c3DI8y,1
Cinderella (feat. Ty Dolla $ign),Mac Miller,The Divine Feminine,spotify:track:2lpygKqzPFtItQ4ss3cgfb,2
CINEMA 1,BROCKHAMPTON,SATURATION III,spotify:track:2I1nii7UgtRh9zSvglybAJ,5
CINEMA 2,BROCKHAMPTON,SATURATION III,spotify:track:0czE98V6Vm2twAZNSgXoME,2
CINEMA 3,BROCKHAMPTON,SATURATION III,spotify:track:2NYj7YnwO6MmcrLKVVab7V,2
Cinema Olympia,Gal Costa,Gal Costa,spotify:track:2V0jjmmJBqy7bF6RZtVpSV,3
Cinquefoil,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",spotify:track:5f0PfnOGNY49KYHhB0w7bP,2
City of Angels,Miguel,War & Leisure,spotify:track:6Lnn71AwH0uzSocADOF8ei,5
City Of Stars,Logic,The Incredible True Story,spotify:track:5mJbSgVBnJ4ayOjFdmyOdl,1
Clara - Remastered 2006,Gal Costa,Caetano Veloso,spotify:track:7io3OjJA0cdLVrHvvtAOIp,4
Clarice - Remastered 2006,Caetano Veloso,Caetano Veloso,spotify:track:3bxBoOY0ykwzqtJS1fy0bs,4
Classic Interlude,Big K.R.I.T.,4eva Is A Mighty Long Time,spotify:track:0J7FkXblrqldbm5AFM7Qik,2
Close To You,Frank Ocean,Blonde,spotify:track:1VZLEW5ZfcAbKZ94XQiSZF,2
Close Your Eyes (And Count to Fuck) [feat. Zack De La Rocha],Run The Jewels,Run the Jewels 2,spotify:track:76QLGx0NleOYqkDtL7HKIA,1
Closer You Are,Guided By Voices,Alien Lanes,spotify:track:1Z91ZC2wWZaFSCb5GMCzxP,1
cloud path,Leavv,memoirs,spotify:track:31aTjcCadcNrOc28vjVQMJ,2
Clown - Mono; 1999 Remaster,The Hollies,For Certain Because...,spotify:track:0enIv2oI6x924eb6s5OdnP,1
Club der Ewigkeiten,DJ Koze,Knock Knock,spotify:track:2ywFTaCXKedBFlYA0XcHJM,1
Clubhouse,Mac Miller,GO:OD AM,spotify:track:7rdyAfIm1t6h6I1gyLtD17,28
Coast to Coast,Elliott Smith,From A Basement On The Hill,spotify:track:3q4R3kPqNVWvx5B6PgUttv,2
Coca Leaf,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",spotify:track:7A9AOXDX8g3rRZnLsiWJYn,2
Cocky (feat. London On Da Track),A$AP Rocky,Cocky (feat. London On Da Track),spotify:track:1nO2NjuFkGaAWcMdJ1pNrp,1
Cocoa Butter,Action Bronson,Well Done,spotify:track:3Ewv4TxbUW3Wbpn5aNrPJR,1
Coconut Ranger,Jack Stauber,HiLo,spotify:track:5TKXnuN3tufWLXTYN5DP2t,3
Codeine Dreaming (feat. Lil Wayne),Kodak Black,Project Baby 2: All Grown Up,spotify:track:4DTpngLjoHj5gFxEZFeD3J,1
coffee,Miguel,Wildheart (Deluxe Version),spotify:track:6vMpPxLV0F5Diwcs6awI1Z,18
coffee,chief.,coffee,spotify:track:6R1YmQJ1RyrALXh6kRS1ck,18
coffee,Miguel,Wildheart,spotify:track:28wmzW39UTv4iYCKKkhIQP,18
Coffee & TV,Blur,13,spotify:track:5eSllZgRWCIJsDTAqFRwQw,2
Coffin Nails,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",spotify:track:0tUb9gLtHyTzzycyNzr9Uh,2
Cold,Rich Brian,Amen,spotify:track:0nKpHGrnuejevp6openGaF,2
Cold War,Cautious Clay,Cold War,spotify:track:021txSheRym293iUdf6vPZ,2
Cold War,Death From Above 1979,"You're A Woman, I'm A Machine",spotify:track:4TbniKWXXjIyCLLsTzV0KN,2
Collard Greens,ScHoolboy Q,Oxymoron,spotify:track:0zO8ctW0UiuOefR87OeJOZ,2
Colossus,"Tyler, The Creator",Wolf,spotify:track:5AnVuHLmgipXkFmBvj2Q6H,1
Coltsfoot Leaf,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",spotify:track:0RQRKFExoZmA909WAKKCdg,2
Come and See Me (feat. Drake),PARTYNEXTDOOR,PARTYNEXTDOOR 3 (P3),spotify:track:1wZqJM5FGDEl3FjHDxDyQd,1
Come Down,Anderson .Paak,Come Down,spotify:track:0ceIFiPqnnK1v4AF76hUPf,19
Come Down,Anderson .Paak,Malibu,spotify:track:276zciJ7Fg7Jk6Ta6QuLkp,19
Come First,Terror Jr,Bop City,spotify:track:5fo4LbJ8lOaB54wcM5wPMv,1
Come Meh Way,Sudan Archives,Sudan Archives,spotify:track:4wUkSzBjXOPCxH0RCG2GaE,1
Come My Way,Keem the Cipher,Chillhop Essentials Fall 2017,spotify:track:2D9hcvCl5JhpmmqPVPgAFG,1
Come On Feet,Quasimoto,The Unseen,spotify:track:233Jnq2MvtHyqMATCJmBff,2
Come On Let's Go,Broadcast,The Noise Made By People,spotify:track:374buquHBf8KY9edm9SBtG,4
Come Through and Chill (feat. J. Cole & Salaam Remi),Miguel,War & Leisure,spotify:track:1m8WpLYXEiNVZchsWEcCSy,29
"Come What May - From ""Moulin Rouge"" Soundtrack",Nicole Kidman,Moulin Rouge,spotify:track:5cCAnk1sHJDdqqNIScOkZU,1
Comfortable,Mick Jenkins,The Water (S),spotify:track:6s8uBC9oil1lRT31fbbLW9,1
Coming Home - Interlude,Kali Uchis,Isolation,spotify:track:66p59VAALXRlp777aP1Wom,22
Communication (feat. DRAM),Arin Ray,Platinum Fire,spotify:track:7iDFuSWvN0DTNy3gxUwsBn,3
Company,Tinashe,Company,spotify:track:1608cOZINzEjaREvqEaDBd,3
Company,Drake,If You're Reading This It's Too Late,spotify:track:6ImxYXeLDQPIv4qo7bMhSk,3
Competing Hummingbirds,Jacob Shea,Planet Earth II (Original Television Soundtrack),spotify:track:0f2XIQoJSvX5kPPpc43EZO,1
"Complainte De La Butte - From ""Moulin Rouge"" Soundtrack",Rufus Wainwright,Moulin Rouge,spotify:track:4Bi7MiWOur72MhVc0AzTE1,1
Complexion (A Zulu Love),Kendrick Lamar,To Pimp A Butterfly,spotify:track:5KfFMMnRHM5wzXxtElJp5P,1
Complexo de épico,Tom Zé,Todos os Olhos,spotify:track:0jQo4t3i45N4v3bGATGW8h,1
Compromised,Tim Atlas,Compromised,spotify:track:0TLHUakjgTs8KaSoCm0e8v,9
Computer Luv (feat. Steve Lacy),Ravyn Lenae,Crush EP,spotify:track:2wsa9Re66HqlOkgb3DpnBX,5
Con Vos,Kameleba,Vibrasound,spotify:track:0UYtcbHyTJYuWLTHBx9GGe,1
"Concerto No. 1 in D Minor, BWV 1052: I. Allegro",Johann Sebastian Bach,Bach: Harpsichord Concertos Nos. 1-7; Triple Concerto,spotify:track:2HxVLW7x8cxLCmiiMTMojU,1
Confessions Pt. II (feat. Colin Stetson),BADBADNOTGOOD,IV,spotify:track:5Tb150eBVfKzjabXw3Zg54,1
"Confessions, Pt. 2",BADBADNOTGOOD,IV,spotify:track:1Ghp6it0znQVJHSrTyofqN,5
Confetti,Big K.R.I.T.,4eva Is A Mighty Long Time,spotify:track:3dTpCTapp53S88tyMOVosR,3
Confidently Lost,Sabrina Claudio,Confidently Lost,spotify:track:3cQmqM0awej9iAESjhKrI9,1
Congratulations,MGMT,Congratulations,spotify:track:6kblAEj0T0312fv5QWsXzo,3
Congratulations (feat. Bilal),Mac Miller,The Divine Feminine,spotify:track:1OubIZ0ARYCUq5kceYUQiO,25
Connect,Drake,Nothing Was The Same,spotify:track:2cx10hB95ygrUp2RsZW7Oh,1
Connect Four,The Cool Kids,Connect 4,spotify:track:3GZ2cgLnjC6hH33ge5KktN,1
Connected By Love,Jack White,Connected By Love - Single,spotify:track:43k9FQxDYsmbgaOJSsmntK,1
Consideration,Rihanna,ANTI,spotify:track:0WgBb7XgdtbUW0GlYel9mH,2
Consideration,Rihanna,ANTI,spotify:track:7wVLads8CFKdKfKf09CDRw,2
Contra,Logic,Bobby Tarantino II,spotify:track:7u90MSvVyEjL0c8icaE7jl,1
Control,John Frusciante,Curtains,spotify:track:5vMXYPdmqzjIpjV6v3JmiW,2
Control,Broken Bells,After the Disco,spotify:track:1QZJiYulh7ak7GpZ8OAdwI,2
Contronatura,Stereolab,Dots And Loops,spotify:track:2r8JwNYj6saBhb5t5M6vON,1
Cooking Up Something Good,Mac DeMarco,Live & Acoustic Vol. 1,spotify:track:4jXyX02SNH9Oprbr3tpvVu,1
Cooks,Still Woozy,Cooks,spotify:track:2T64m94VBrsEISkAYq6Cnq,2
Cool,Zack Villere,Little World,spotify:track:4PevTpnIWy2D1wIQZY3MmX,1
Cool Girl,Tove Lo,Lady Wood,spotify:track:3tJ4y2Zqx6gM9xOAuFfsSF,1
Cool Side Of The Pillow,Kyle Dion,Cool Side Of The Pillow,spotify:track:1UBCUQp3areFyJZjTwLz9g,13
Coragem Pra Suportar,Gilberto Gil,Gilberto Gil (1968),spotify:track:5BaG7RN5Y1eQt7UECvSSTj,8
Coriander,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",spotify:track:2s265HwbouQNdueFZLpKpf,2
Cornerstone,Trevor Lawrence Jr.,Relationships,spotify:track:2taJW7UsqdWPs9c4HIWWAR,1
Costa Rica (feat. Ski Mask the Slump God),RONNY J,OMGRONNY,spotify:track:6JxdRch1BQkPVUWjcuudvI,1
Countdown,Beyoncé,4,spotify:track:3axkNosdVQLZiq1HakuGhc,2
Counting,Gallant,Ology,spotify:track:3IxQVcOYQ3lK6EFNelXd6R,1
Cover From the Sun,Destroyer,ken,spotify:track:0ZvrvEbZ2ZnayfFVgj1gOD,1
Cover Me,Björk,Post,spotify:track:2DjBfhvS7yRM2l1sk0Jnti,2
Crabs In A Bucket,Vince Staples,Big Fish Theory,spotify:track:0RxSL5kjZXO45l38vVerNO,3
Cranes in the Sky,Solange,A Seat at the Table,spotify:track:48EjSdYh8wz2gBxxqzrsLe,14
Crank That (Soulja Boy),Soulja Boy,souljaboytellem.com,spotify:track:66TRwr5uJwPt15mfFkzhbi,1
Crawl,Gabriel Garzón-Montano,Jardín,spotify:track:1VKeBU5Y22Rfe3wftL0rym,1
Crayon,G-DRAGON,One of a Kind,spotify:track:4CluCFFy6i1MUL1cYdoCif,1
Crazy In Love (feat. Jay-Z),Beyoncé,Dangerously In Love,spotify:track:5IVuqXILoxVWvWEPm82Jxr,1
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,At What Cost,spotify:track:15EPc80XuFrb2LmOzGjuRg,67
Crew Love,Drake,Take Care,spotify:track:0TiC3GtlMCskf2hIUIBcDV,1
Crickets in the Steady Rain,Rain Sound Studio,35 Pure Calming Rains,spotify:track:3dxH1fLqKuXsgDJZ3vkfzq,1
Criminal (feat. Rick Ross),Miguel,War & Leisure,spotify:track:18MC2XdOQYheFq5HAyK7rJ,3
Criminology,El Michels Affair,Enter The 37th Chamber,spotify:track:6JAyoXUXt5RrAFuQzHeZYj,2
Criola,Jorge Ben Jor,Jorge Ben,spotify:track:6mVuoHaYMs8Ol8P0egYnbS,1
Crooked Smile (feat. TLC),J. Cole,Born Sinner,spotify:track:6JG0qhINKVwiHxqN85j7RG,1
Crossfire / So Into You,Nai Palm,Needle Paw,spotify:track:2VsKJODsXzU1NtoFYIh9FM,5
Crosshairs,DANGERDOOM,The Mouse and The Mask,spotify:track:0uGmhcJP4QQUIpaqKK6ESx,1
Crown (feat. Portugal. The Man),Flatbush Zombies,Vacation In Hell,spotify:track:0kDHiwkrZutBHfjypFUzc2,1
Cry Me a River,Justin Timberlake,Justified,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,1
Crying Lightning,Arctic Monkeys,Humbug,spotify:track:21sa0bWFqOFEYPtahlt4Lt,2
CRZY,Kehlani,SweetSexySavage,spotify:track:6Dwtha2FtZFoMEBh5GR2sq,1
CS60,BADBADNOTGOOD,III,spotify:track:01kFN33z41np5Q6xMdfA2O,1
Cumbia Ishtar,Sonido Gallo Negro,Mambo Cósmico,spotify:track:7IwIpDq2X3J6r6qsnr8cf5,1
Cunk,Jack Stauber,HiLo,spotify:track:5aXswopAQIHw0k3yTojyhO,4
Cupids Trick,Elliott Smith,Either/Or,spotify:track:1xNJCMrQCVoE9Jb5GHLSXj,1
Curious,Kilo Kish,Across,spotify:track:7b8YWIjK1JEtZXNjSf2ZU1,15
Curious (Le Flex Remix) [Bonus Track],Kilo Kish,Across,spotify:track:1crW8JToFYZEwD6AFEk7wz,8
Curls,Madvillain,Madvillainy,spotify:track:3T06pIOmXJ6EkJmVRN2sv6,7
