track,artist,album,times_played
Don't Wanna Be,Xenia Rubinos,Black Terry Cat,1
Don't Worry,Friyie,Don't Worry,1
Don't Worry It's Fine,Jean Grae,Everything's Fine,1
Don't You Want Me,The Human League,Dare!,1
Doo Wop (That Thing) - Edit,Ms. Lauryn Hill,"R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake",1
Doomed,Moses Sumney,Aromanticism,1
Doomsday,MF DOOM,Best of Mf,1
Doors,Mac Miller,GO:OD AM,3
Dopamine,DIIV,Is the Is Are,2
Dope,CJ Fly,FLYTRAP,1
Doubt (Summer Edit),Shallou,Doubt (Summer Edit),1
Doves In The Wind,SZA,Ctrl,6
Down,Marian Hill,ACT ONE,3
Down By The River,Milky Chance,Sadnecessary,1
"Down Here On The Ground - Live At Cliche Lounge, Newark, NJ/1970/Digital Remaster/2007",Grant Green,Droppin' Science,12
Down in the Basement,The Mauskovic Dance Band,Down in the Basement - EP,2
Downfall,CJ Fly,FLYTRAP,1
Downpoar,Rain Sound Studio,Rain Sounds For Sleeping,2
Downtown,Destroyer,Kaputt,2
Dr. Carter,Lil Wayne,Tha Carter III,1
Dragon's Blood,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",3
Dragon's Blood Resin,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",2
Drainos,Madvillain,Madvillainy 2: The Madlib Remix,2
Drama (feat. Big Data),NoMBe,Drama (feat. Big Data),2
Dream Boat,Banes World,Drowsy,1
Dream Is Collapsing,Hans Zimmer,Inception,2
Dream-Spark,Noble Oak,Dream-Spark,1
Dreamdate Narcissist,Ariel Pink,Dedicated To Bobby Jameson,1
Dreaming,Smallpools,LOVETAP!,4
Dreams from Yesterday,Mac DeMarco,This Old Dog,11
Drew Barrymore,SZA,Ctrl,7
drink i'm sippin on,Yaeji,drink i'm sippin on,1
"Drink Up Me Hearties Yo Ho - From ""Pirates of the Caribbean: At World's End""/Score",Hans Zimmer,Pirates of the Caribbean: At World's End,3
Drip (feat. Migos),Cardi B,Invasion of Privacy,15
DRIVE ME CRAZY,KAYTRANADA,99.9%,26
Droogs,NxWorries,Link Up & Suede,3
Drop It Like It's Hot,Snoop Dogg,R&G (Rhythm & Gangsta): The Masterpiece,14
Droppin' Seeds (feat. Lil' Wayne),"Tyler, The Creator",Flower Boy,1
Drowsy,Banes World,Drowsy,1
Drugs,Anderson .Paak,Venice,11
Drumss,J.Robb,Soulection White Label - J.Robb,2
Drunk Drivers/Killer Whales,Car Seat Headrest,Teens of Denial,1
Drunk in Love (feat. Jay-Z),Beyoncé,BEYONCÉ [Platinum Edition],1
DUCKWORTH.,Kendrick Lamar,DAMN. COLLECTORS EDITION.,5
DUCKWORTH.,Kendrick Lamar,DAMN.,5
Duel Of The Iron Mics,El Michels Affair,Enter The 37th Chamber,4
Duet,Gonjasufi,A Sufi And A Killer,1
Dum Surfer,King Krule,The OOZ,19
Dumb for Brains,Quelle Chris,"Being You Is Great, I Wish I Could Be You More Often",2
Dusk to Dawn,Emancipator,Dusk to Dawn,1
E.V.P.,Blood Orange,Freetown Sound,1
Each Time You Fall In Love,Cigarettes After Sex,Cigarettes After Sex,2
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,Earned It (Fifty Shades Of Grey),2
Earth People,Dr. Octagon,Dr. Octagonecologyst,1
Easily,Bruno Major,A Song For Every Moon,1
Easy Easy,King Krule,6 Feet Beneath The Moon,18
Easy Love,Lauv,Easy Love,1
Easy Raider,Pomona Dream,Easy Raider,2
easylife,eevee,beat tape 04,2
Échame La Culpa,Luis Fonsi,Échame La Culpa,1
Eclipse,Inner Wave,Underwater Pipe Dreams,10
Edge of Town,Middle Kids,Middle Kids EP,1
Edition,Rex Orange County,Edition,1
Effortless,Wale,It's Complicated - EP,1
Eggplant,Michael Franks,The Art Of Tea,1
Egyptian Luvr (feat. Aminé and Dana Williams),Rejjie Snow,Dear Annie,38
Eh,Death Grips,Bottomless Pit,1
Eighth Wonder,Lemon Demon,Spirit Phone,3
El Clavo,Prince Royce,El Clavo,1
El Dorado,Choker,Peak,1
El Frío,Chicano Batman,Cycles of Existential Rhyme,4
El Frío II,Chicano Batman,Cycles of Existential Rhyme,3
El Jalapeño,Chicano Batman,Cycles of Existential Rhyme,3
El Microfono,Mexican Institute Of Sound,Pinata,19
"El Tango De Roxanne - From ""Moulin Rouge"" Soundtrack",José Feliciano,Moulin Rouge,2
Elder Blossoms,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",2
Ele Falava Nisso Todo Dia,Gilberto Gil,Gilberto Gil (1968),3
Eleanor Rigby - Remastered 2009,The Beatles,Revolver,1
Electioneering,Radiohead,OK Computer,1
Electric (feat. Khalid),Alina Baraz,Electric (feat. Khalid),1
Electric Blue,Arcade Fire,Everything Now,1
Electric Body (feat. ScHoolboy Q),A$AP Rocky,AT.LONG.LAST.A$AP,1
Electric Feel,Coast Modern,Electric Feel,1
Electric Feel - Justice Remix,MGMT,Electric Feel,6
Electric Relaxation,A Tribe Called Quest,The Anthology,47
Electric Relaxation,A Tribe Called Quest,Midnight Marauders,47
Electric Taco Stand,Spafford,Spafford,2
Electricity,Captain Beefheart & His Magic Band,Safe As Milk,2
Electricity - Demo,Spiritualized,Ladies & Gentlemen We Are Floating In Space,1
ELEMENT.,Kendrick Lamar,DAMN.,11
ELEMENT.,Kendrick Lamar,DAMN. COLLECTORS EDITION.,11
"Elephant Love Medley - From ""Moulin Rouge"" Soundtrack",Nicole Kidman,Moulin Rouge,2
Eles - Remastered 2006,Caetano Veloso,Caetano Veloso,4
Ella Me Decía (feat. Sammy & Falsetto),KEVIN ROLDAN,Ella Me Decía (feat. Sammy & Falsetto),1
Ella Me Levanto,Daddy Yankee,El Cartel: The Big Boss,1
Emblica Officinalis,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",1
Emerald Rush,Jon Hopkins,Emerald Rush,1
Emergency Blimp,King Krule,The OOZ,2
Emily,Catfish and the Bottlemen,The Ride,1
Emmylou,Vance Joy,Emmylou,1
Empty,Kevin Abstract,American Boyfriend: A Suburban Love Story,28
End Credits Suite,Nicholas Britell,Moonlight (Original Motion Picture Soundtrack),1
End of The niGht.,Phony Ppl,Yesterday's Tomorrow,1
Ends,London Richards,Ends,1
Ends of the Earth,Lord Huron,Lonesome Dreams,4
Enemy,Zack Knight,Enemy,1
Energy,Drake,If You're Reading This It's Too Late,1
Enjoy,Björk,Post,2
"Enjoy Right Now, Today","Tyler, The Creator",Flower Boy,2
Enjoy Your Life,Oby Onyioha,"Doing It in Lagos: Boogie, Pop & Disco in 1980's Nigeria",1
Enough,Kelela,Take Me Apart,2
Episode,Gallant,Ology,1
Epitaph,Hippo Campus,Landmark,3
Equus,Eric Whitacre,Water Night,1
Erotic Delight,Witch,Kuomboka,1
Eso Se Baila Asi,Willie Colón,The Hustler,3
Eso Se Baila Asi,Willie Colón,The Original Gangster,3
Esqueix de Cançó,Ia Clua,Chichonera's Cat,1
Essence of Sapphire,Dorothy Ashby,Late Night Tales: Bonobo,1
"Etude in C-Sharp Minor, Op. 42, No. 5",Alexander Scriabin,Scriabin: Complete Etudes,1
Etude No. 2,Philip Glass,Etudes for Piano Vol 1 No. 1-10,1
Eucalyptus,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",1
Eventually,Tame Impala,Currents,1
Everlasting Arms,Vampire Weekend,Modern Vampires of the City,2
Every 1's a Winner - Single Version,Hot Chocolate,Every 1's a Winner,2
Every Day's the Weekend,Alex Lahey,I Love You Like a Brother,3
Every Kind Of Way,H.E.R.,H.E.R.,4
Every Morning,Sugar Ray,14:59,1
Every Nigger is a Star,Boris Gardiner,Every Nigger is a Star,1
Every Single Thing,HOMESHAKE,Fresh Air,1
Everybody Dies In Their Nightmares,XXXTENTACION,17,18
Everybody Loves The Sunshine,Roy Ayers Ubiquity,20th Century Masters: The Millennium Collection: Best Of Roy Ayers,5
Everybody Talks,Neon Trees,Picture Show,1
Everybody Wants To Be Famous,Superorganism,Superorganism,1
Everybody's Inn,Funky Destination,We Are All Shining Stars,1
Everyday,Logic,Bobby Tarantino II,3
Everyday,The Deli,Encounters,3
"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",A$AP Rocky,AT.LONG.LAST.A$AP,18
Everything In Its Right Place,Radiohead,Kid A,3
Everything Is Alright,The Glorious Sons,Young Beauties and Fools,2
Everything Is Embarrassing,Sky Ferreira,Ghost,1
Everything Right Is Wrong Again,They Might Be Giants,They Might Be Giants,1
"Everything You Do, You Do for Yourself",Guy One,"Everything You Do, You Do for Yourself",1
Everything's Fine,Jean Grae,Everything's Fine,1
Evil Speakers,Guided By Voices,Alien Lanes,2
Evil Ways,The Village Callers,"The Village Callers ""Live""",1
Ex Calling,6LACK,FREE 6LACK,1
Ex-Factor,Ms. Lauryn Hill,The Miseducation of Lauryn Hill,1
Exchange,Bryson Tiller,T R A P S O U L,5
Excursion,B-Side,Journey To Badlands,1
Excursions,A Tribe Called Quest,The Low End Theory,1
Excuse Me,A$AP Rocky,AT.LONG.LAST.A$AP,2
Exorciseur,La Femme,Mystère,1
Experience - Instrumental,BADBADNOTGOOD,Sour Soul (Instrumentals),4
Eye,Madvillain,Madvillainy,4
F.N.T.,Semisonic,Great Divide,14
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),4
F*ck Your Ethnicity,Kendrick Lamar,Section.80,3
FACE,BROCKHAMPTON,FACE,2
FACE,BROCKHAMPTON,SATURATION,2
face the sun (feat. Lenny Kravitz),Miguel,Wildheart (Deluxe Version),3
Facebook Story,Frank Ocean,Blonde,2
Facts,H.E.R.,H.E.R.,3
Facts (feat. Jadakiss),Flatbush Zombies,Vacation In Hell,1
Fade,Kanye West,The Life Of Pablo,14
Fade,Lewis Capaldi,Bloom - EP,14
Fade Away,Logic,The Incredible True Story,1
Faded,HOMESHAKE,Midnight Snack,1
Fairytale,Milky Chance,Sadnecessary,1
Fake Plastic Trees,Radiohead,The Bends,6
Fall in Love (feat. Ciscero),GoldLink,Fall in Love (feat. Ciscero),1
Falling Into Me,Let's Eat Grandma,Falling Into Me,1
Familiar,Liam Payne,Familiar,5
Family,Roy Blair,Cat Heaven,9
Family & Friends,Russ,There's Really A Wolf,1
Fancy Clown,Madvillain,Madvillainy,4
Fangs,Matt Champion,Fangs,1
Fantasía,Chicano Batman,Cycles of Existential Rhyme,2
faraway,Knxwledge,Hud Dreems,2
Farewell Transmission,Songs: Ohia,Magnolia Electric Co.,1
Fashion Killa,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),25
Fast Rain,Rain Sound Studio,2018Rain Hammers Down,2
Fast Rain,Rain Sound Studio,35 Pure Calming Rains,2
Faust Arp,Radiohead,In Rainbows,3
Fazers,King Geedorah,Take Me To Your Leader,2
FDT,YG,Still Brazy,4
FEAR.,Kendrick Lamar,DAMN. COLLECTORS EDITION.,4
FEAR.,Kendrick Lamar,DAMN.,4
Feathery - Slow Version,Milky Chance,Sadnecessary,2
feel,eevee,ep seeds,1
Feel,Sonder,Into,19
Feel Good Inc.,Gorillaz,Demon Days,1
Feel It,Black Eyed Peas,Monkey Business,1
Feel It Still,Portugal. The Man,Woodstock,3
Feel It Still - Flatbush Zombies Remix,Portugal. The Man,Feel It Still,1
feel like,eevee,beat tape 05,7
Feel Like A Fool,Kali Uchis,Isolation,2
Feel Like Makin' Love,D'Angelo,Voodoo,1
Feel No Ways,Drake,Views,6
FEEL.,Kendrick Lamar,DAMN.,11
FEEL.,Kendrick Lamar,DAMN. COLLECTORS EDITION.,11
Feelin' Lovely,Connan Mockasin,Myths 001,3
Feels Good,Tony! Toni! Toné!,The Revival,1
Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,Feels Great (feat. Fetty Wap & CVBZ),4
Feels Like Heaven,Ariel Pink,Dedicated To Bobby Jameson,1
Feels Like We Only Go Backwards,Tame Impala,Lonerism,2
Feet Don't Fail Me,Queens of the Stone Age,Villains,1
Feet Don't Touch the Ground,Stoney LaRue,Live at Billy Bob's Texas,1
Felt This Good,Kap Slap,Felt This Good,4
Femme Fatale,The Velvet Underground,The Velvet Underground & Nico 45th Anniversary,3
Fenugreek,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",1
Fergalicious,Fergie,The Dutchess,9
Festival,mt. fujitive,Winter Weibs,2
Fifth Horseman of the Apocalypse,Ultimate Spinach,Ultimate Spinach - Behold & See - Original Mono Mix - 2,1
Figaro,Madvillain,Madvillainy,3
FIGHT,BROCKHAMPTON,SATURATION II,2
Fight the Power - Pt. 1 & 2,The Isley Brothers,It's Your Thing: The Story Of The Isley Brothers,1
Figure It Out,Royal Blood,Royal Blood,2
Find a Way,A Tribe Called Quest,The Love Movement,2
Find Yourself,Lukas Nelson and Promise of the Real,Lukas Nelson & Promise Of The Real,2
"Fine Whine (feat. Joe Fox, Future & M.I.A.)",A$AP Rocky,AT.LONG.LAST.A$AP,1
Finesse - Remix; feat. Cardi B,Bruno Mars,Finesse (Remix) [feat. Cardi B],1
Fingerprints,Hiatus Kaiyote,Choose Your Weapon,1
Fire,Ohio Players,Funk On Fire - The Mercury Anthology,2
Fire,Savannah Conley,18th and Portland,2
Fire & Desire,Drake,Views,3
Fire in Cairo - 2005 Remaster,The Cure,Three Imaginary Boys,1
Fire In The Hole,Madvillain,Madvillainy 2: The Madlib Remix,1
Fire Squad,J. Cole,2014 Forest Hills Drive,15
First,Cold War Kids,Hold My Home,2
First Fuck,6LACK,First Fuck,3
First World Problemz / Nobody Carez,Brent Faiyaz,Sonder Son,48
Fists of Fury,Kamasi Washington,Fists of Fury,1
Fixed On You,Hotel Garuda,Fixed On You,4
Fkku,NxWorries,Yes Lawd!,2
flake,eli filosov [ p h i l o ],marlo,3
Flaming Hot Cheetos,Clairo,Flaming Hot Cheetos,12
Flash,Cigarettes After Sex,Cigarettes After Sex,1
Flashed Junk Mind,Milky Chance,Sadnecessary,1
Flashing Lights,Kanye West,Graduation,1
Flavor,Twin Peaks,Wild Onion,9
Flawless Remix (feat. Nicki Minaj),Beyoncé,BEYONCÉ [Platinum Edition],1
Flecha Al Sol,Chicano Batman,Freedom Is Free,6
Fleer Ultra,Thundercat,The Golden Age of Apocalypse,2
FLESH,Miguel,Wildheart (Deluxe Version),3
Flesh of My Flesh,Orange Juice,Rip It Up,1
Flexicution,Logic,Bobby Tarantino,1
Flight 22,Kali Uchis,Isolation,2
Florence,Loyle Carner,Yesterday's Gone,1
Flowers,The Deli,Vibes 3,4
Fly,Sugar Ray,Floored,1
flyinglizrds,Knxwledge,Hud Dreems,2
Fo-Ti,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",2
Focus,H.E.R.,H.E.R.,9
Foldin Clothes,J. Cole,4 Your Eyez Only,2
Follow,Whitney,Light Upon the Lake,1
Food,Ghostface Killah,SOUR SOUL,1
Food - Instrumental,BADBADNOTGOOD,Sour Soul (Instrumentals),5
For Free? - Interlude,Kendrick Lamar,To Pimp A Butterfly,1
For Love I Come,Thundercat,The Golden Age of Apocalypse,8
For Love I Come,Thundercat,Late Night Tales: BADBADNOTGOOD,8
FOR MY PEOPLE,Joey Bada$$,ALL-AMERIKKKAN BADA$$,7
For Reverend Green,Animal Collective,Strawberry Jam,2
For Sale? - Interlude,Kendrick Lamar,To Pimp A Butterfly,5
For the First Time,Mac DeMarco,This Old Dog,24
For Whom The Bell Tolls,J. Cole,4 Your Eyez Only,31
For You Too,Yo La Tengo,There's a Riot Going On,1
Forbidden Fruit (feat. Kendrick Lamar),J. Cole,Born Sinner,35
Forest,Inner Wave,Underwater Pipe Dreams,2
forget,eevee,ep seeds,1
forget it..,Nohidea,"Odyssey, Vol. I",4
Four Thieves Vinegar,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",2
Four-Eighteen,Cid Rim,Four-Eighteen,1
fragments,eevee,ep seeds,1
Freaking Out the Neighborhood,Mac DeMarco,2,11
Freaks And Geeks,Childish Gambino,EP (2011 Re-Release),1
Frederlow,Don Philippe,Red Flower,2
Free,H.E.R.,H.E.R.,3
Free,6LACK,FREE 6LACK,3
Free Man in Paris,Joni Mitchell,Court and Spark,1
Freedom Is Free,Chicano Batman,Freedom Is Free,12
Freeze Me,Death From Above 1979,Outrage! Is Now,4
French Riviera,Cautious Clay,RESONANCE,1
Fresh Rain and White Noise,Rain Sound Studio,35 Pure Calming Rains,1
Freudian,Daniel Caesar,Freudian,7
Frevo Rasgado,Gilberto Gil,Gilberto Gil (1968),4
Friend Zone,Thundercat,Friend Zone,2
Friends,Chase Atlantic,Nostalgia,2
Friends (feat. Bon Iver),Francis and the Lights,"Farewell, Starlite!",1
FRIENDS (feat. kiLL edward),J. Cole,KOD,7
Friendship (Is A Small Boat In A Storm),Chicano Batman,Friendship (Is A Small Boat In A Storm),9
Friendship (Is A Small Boat In A Storm),Chicano Batman,Freedom Is Free,9
Fright Night (Nevermore),Ariel Pink,Before Today,1
frmnowhere,Knxwledge,Hud Dreems,2
From The Ritz To The Rubble,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",1
Front & Center,Joey Bada$$,Front & Center,8
Frontin' (feat. Jay-Z) - Club Mix,Pharrell Williams,The Neptunes Present... Clones,1
Frontline,Kelela,Take Me Apart,15
Fuck It up (feat. Yg),Kamaiyah,A Good Night in the Ghetto,2
Fuck Love,XXXTENTACION,17,2
Fukk Sleep (feat. FKA twigs),A$AP Rocky,TESTING,1
Ful Stop,Radiohead,A Moon Shaped Pool,3
Futura Free,Frank Ocean,Blonde,3
Future Shock,Curtis Mayfield,Back to the World,2
G.K.A.C.,Your Old Droog,PACKS,1
G.O.M.D.,J. Cole,2014 Forest Hills Drive,34
Galangal Root,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",2
Galtiyan,Zack Knight,Galtiyan,1
Game Of Pricks,Guided By Voices,Alien Lanes,1
Game Over,Lil' Flip,U Gotta Feel Me,1
Gang Gang,Migos,Culture II,2
Gang Over Luv,Brent Faiyaz,Sonder Son,10
Gap in the Clouds,Yellow Days,Harmless Melodies,1
Garden (Say It Like Dat),SZA,Ctrl,8
Garden Shed (feat. Estelle),"Tyler, The Creator",Flower Boy,4
Gas Pedal,Sage The Gemini,Remember Me,2
Gasoline Dreams,Outkast,Stankonia,1
Gave Your Love Away,Majid Jordan,The Space Between,2
Gazzillion Ear (feat. ),MF DOOM,Born Like This,1
Generation Z,The Underachievers,Evermore: The Art Of Duality,1
Genghis Khan,Miike Snow,iii,1
Gentle Rain,Rain Sound Studio,"18 Relaxing Rain Sounds - Sleep, Study, Spa and Stress Relief",1
Gentle Rain on Pavement,Rain Sounds & Nature Sounds,"A Loopable Rain Sound Collection for Sleeping, Yoga and Studying",2
"Gentle Rain Showers (No fade,loopable)",Rain for Deep Sleep,"16 Sleep Rain Sounds - Cure Insomnia, Baby Sleep Aid, White Noise, Relaxing Natural Sounds",2
Gentle Thunderstorm,Rain Sound Studio,"18 Relaxing Rain Sounds - Sleep, Study, Spa and Stress Relief",2
Gentleman,SL,Gentleman,6
Get 'Em Up,Anderson .Paak,Venice,41
Get Away,The Internet,Ego Death,35
Get Away,Big K.R.I.T.,4eva Is A Mighty Long Time,35
Get Bigger / Do U Luv,NxWorries,Yes Lawd!,13
Get Got,Death Grips,The Money Store,3
Get Right,Jimmy Eat World,Integrity Blues,1
Get The Fuck Off My Dick,Vince Staples,Get The Fuck Off My Dick,1
Get Up 10,Cardi B,Invasion of Privacy,2
Get Up 2 Come Down (feat. CeeLo Green & Sleepy Brown),Big K.R.I.T.,4eva Is A Mighty Long Time,3
Get Ur Freak On,Missy Elliott,Miss E... So Addictive,30
GET UUGLY (feat. Georgia Anne Muldrow),Duckwrth,I'M UUGLY,14
Get With U,Clairo,Get With U,2
Get You (feat. Kali Uchis),Daniel Caesar,Freudian,59
Geyser,Mitski,Geyser,1
gfg,Miguel,Wildheart (Deluxe Version),32
Ghetto Symphony,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),13
Ghetto Walkin',Miles Davis,Everything's Beautiful,2
Ghost Town,Kanye West,ye,1
Gilded Lamp of the Cosmos - Remastered,Ultimate Spinach,Ultimate Spinach - Behold & See - Original Mono Mix - 2,1
Gilligan (feat. A$AP Rocky & Juicy J) - Bonus Track,DRAM,Big Baby DRAM (Deluxe),4
Gimme! Gimme! Gimme! (A Man After Midnight) - From 'Mamma Mia!' Original Motion Picture Soundtrack,Amanda Seyfried,Mamma Mia! The Movie Soundtrack,1
Ginger Lilly,Space Gang,Return Of The Goon,2
Girl,The Heavy,Great Vengeance and Furious Fire,7
Girl (feat. KAYTRANADA),The Internet,Ego Death,4
Girls & Boys,Blur,Blur: The Best Of,3
Girls That Dance,Masego,The Pink Polo EP,1
Git In There,Betty Davis,They Say I'm Different,1
Give It to Me,HOMESHAKE,Midnight Snack,1
Give It To Me Twice (feat. Sean Kingston & Rich The Kid),Party Favor,Party & Destroy,1
Glaciers Of Ice,El Michels Affair,Enter The 37th Chamber,2
Gladly,Tirzah,Gladly,3
Glamorama,Bryce Vine,Night Circus,6
Glass Eyes,Radiohead,A Moon Shaped Pool,3
Glass Onion - Remastered 2009,The Beatles,The Beatles,1
Glitches,Jax Anderson,Small Victories,1
Glitter,"Tyler, The Creator",Flower Boy,2
Global (feat. Ilovemakonnen),Lil B,Black Ken,4
Gloria,Tom Zé,Grande Liquidacao,7
GLOWED UP,KAYTRANADA,99.9%,14
Go Easy,Mac DeMarco,Salad Days,2
Go Gina,SZA,Ctrl,44
"God Is Fair, Sexy Nasty (feat. Kendrick Lamar)",Mac Miller,The Divine Feminine,1
God Only Knows - Instrumental Stereo Mix,The Beach Boys,Pet Sounds,1
God Only Knows - Stereo,The Beach Boys,Pet Sounds,1
GOD.,Kendrick Lamar,DAMN. COLLECTORS EDITION.,1
God's Plan,Drake,Scary Hours,31
"Godless, Graceless and Young",The Glorious Sons,Young Beauties and Fools,2
Godspeed,Frank Ocean,Blonde,4
Goes Black,Big Ups,Eighteen Hours of Static,2
"Going Back to My Roots - 12"" Version",Odyssey,I Got the Melody (Expanded Edition),1
Going Native,Summer Salt,Going Native,1
Going No Place,Milo,So The Flies Don't Come,2
Going Steady,Death From Above 1979,"You're A Woman, I'm A Machine",1
Gold,Spandau Ballet,Gold - The Best of Spandau Ballet,1
GOLD,BROCKHAMPTON,SATURATION,2
Gold Digger,Kanye West,Late Registration,1
Gold Hick,Guided By Voices,Alien Lanes,1
Golden Cage,Nilüfer Yanya,Plant Feed,18
Goldenboy,Thundercat,The Golden Age of Apocalypse,2
Goldie,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),11
Gonna Hurry (As Slow as I Can),Whitney,You've Got a Woman / Gonna Hurry (As Slow as I Can),1
Good As Hell,Lizzo,Good As Hell,1
GOOD BOY,GD X TAEYANG,GOOD BOY,1
Good God Damn,Arcade Fire,Everything Now,1
Good Good Love (feat. BJ The Chicago Kid),Rapsody,The Idea Of Beautiful,1
Good Guy,Frank Ocean,Blonde,4
good kid,Kendrick Lamar,"good kid, m.A.A.d city",1
Goodbye,Ezri,Goodbye,6
Goodbye,MELVV,Goodbye,6
Goodbye Weekend,Mac DeMarco,Salad Days Demos,3
Goodbye Weekend,Mac DeMarco,Salad Days,3
Goodie Bag,Still Woozy,Goodie Bag,1
goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1
Gopacapulco,Ariel Pink,Scared Famous,1
Gospel,Rich Brian,Gospel,1
Gossip,Tame Impala,Currents,1
Got,Mos Def,Black On Both Sides,1
Got It,Marian Hill,Sway,2
GOT IT GOOD,KAYTRANADA,99.9%,7
Got This,Russ,There's Really A Wolf,1
Got Your Money (feat. Kelis),Ol' Dirty Bastard,Nigga Please,1
Gotham,FXXXXY,Flawed Up Shawty,1
Gotta Broken Heart Again,Prince,Dirty Mind,1
Gotta Get Up - Interlude,Kali Uchis,Isolation,11
Government Trash,Death From Above 1979,The Physical World,3
Graduation Day,Kanye West,The College Dropout,1
Grand Theft Auto,Roy Blair,Cat Heaven,1
Great Dane - Radio Edit,Cosmo Pyke,Great Dane,1
Great Day,Madvillain,Madvillainy,3
Green Hornet,Al Hirt,Kill Bill Vol. 1 Original Soundtrack,1
Green Light,Lorde,Melodrama,2
Green Twins,Nick Hakim,Green Twins,1
Greenbax (Introlude),Joey Bada$$,B4.Da.$$,2
GREY,Saba,CARE FOR ME,1
Grey Luh,Berhana,Berhana,8
Gronlandic Edit,of Montreal,"Hissing Fauna, Are You The Destroyer?",1
Grow Up,Roy Blair,Cat Heaven,1
Growing Pains,COIN,Growing Pains,1
Grown Up,Danny Brown,Grown Up,1
Guajiron,Willie Colón,The Hustler,2
Gucci Gang,Lil Pump,Lil Pump,1
Guinnesses feat. Angelika & 4ize,MF DOOM,MM...FOOD,2
GUMMY,BROCKHAMPTON,SATURATION II,9
Gunshowers - Instrumental,BADBADNOTGOOD,Sour Soul (Instrumentals),5
Gunshowers (feat. Elzhi),Ghostface Killah,SOUR SOUL,1
Gunz N Butter (feat. Juicy J),A$AP Rocky,TESTING,1
Gwindingew Rine Shumba,Thomas Mapfumo,Lion Songs: Essential Tracks in the Making of Zimbabwe,1
H.A.N.,NxWorries,Yes Lawd!,6
H.A.N. - Remix,NxWorries,Yes Lawd!,1
H.A.N. (Remix),NxWorries,Yes Lawd! Remixes,1
Habit (feat. 2 Chainz),Skooly,Don't You Ever Forget Me 2,1
Habits (Stay High),Tove Lo,Queen Of The Clouds,1
Haiti,Arcade Fire,Funeral,1
Hallelujah,Noah Kahan,Hallelujah,3
Hallucinations,dvsn,SEPT 5TH,1
Hand It Over,MGMT,Little Dark Age,1
Hands Away,Interpol,Turn On The Bright Lights,3
Hands On Your Knees (feat. Kokayi),GoldLink,At What Cost,27
Happiness Is A Warm Gun - Remastered 2009,The Beatles,The Beatles,1
Happy,Roy Blair,Cat Heaven,2
Happy To Make Your Acquaintance,Sammy Davis Jr.,Boy Meets Girl: Sammy Davis Jr. And Carmen McRae On Decca,1
Hard Times,Thundercat,The Beyond / Where the Giants Roam,1
Hard To Explain,The Strokes,Is This It,1
Hardcore Hustle,Madvillain,Madvillainy,3
Harem,Miguel,War & Leisure,4
Hari Meru Meru,Hailu Mergia,Hailu Mergia & His Classical Instrument: Shemonmuanaye,1
Harness Your Hopes - (B-side),Pavement,Brighten the Corners: Nicene Creedence Ed.,1
Havana,Willie Colón,The Hustler,1
Have Some Love,Childish Gambino,"""Awaken, My Love!""",2
Have Some Mercy,Delroy Wilson,Delroy Wilson Anthology,1
Have You Ever Been (To Electric Ladyland),Nai Palm,Needle Paw,2
Have You Seen That Girl?,GoldLink,At What Cost,3
Haze,Samwise,1999,2
Haze Maze,Brenky,Unsettled,2
Hazeus View,Joey Bada$$,B4.Da.$$,1
Hazy,mndbd,Nameless,2
He Is the Voice I Hear,The Blessed Madonna,He Is the Voice I Hear,2
He Was a Big Freak,Betty Davis,They Say I'm Different,1
"Head Over Heels - Dave Bascombe 7"" N.Mix",Tears For Fears,Songs From The Big Chair,11
Headphones,Björk,Post,2
Headstone,Flatbush Zombies,Headstone,31
Headstone,Flatbush Zombies,Vacation In Hell,31
Heart,Omar Apollo,Heart,2
Heart Don't Stand a Chance,Anderson .Paak,Malibu,14
Heart-Shaped Box,Nirvana,In Utero,1
Heartbeat,Childish Gambino,Camp,3
Heartbeats,José González,Veneer,2
Heartswarm,Swan Lake,Enemy Mine,1
